Attendance,Grades,Homework Streak,Feedback Behavior,Weekly Test Scores,Attention Test Scores,Ragging,Finance Issue,Mental Health Issue,Physical Health Issue,Discrimination Based on Gender,Physical Disability,Risk Status
84,49,0,3,37,66,1,1,0,0,1,0,1
61,9,0,3,34,51,1,1,0,0,0,1,1
84,26,0,4,33,64,0,1,1,1,1,1,1
83,4,0,4,22,83,0,1,0,0,0,0,1
96,89,1,1,16,43,0,1,1,0,0,0,1
69,71,1,4,36,1,1,0,1,1,1,0,1
98,97,1,3,64,73,0,0,0,0,0,0,0
61,17,0,1,26,19,1,0,1,1,1,1,1
83,17,1,3,77,70,0,1,1,0,1,0,1
75,72,1,2,89,74,0,0,0,1,1,1,1
83,58,1,1,78,97,1,1,0,0,0,1,1
81,87,0,5,31,86,1,1,1,1,0,0,1
95,55,1,2,32,32,1,0,1,1,0,1,1
56,34,0,3,25,76,1,1,1,0,0,1,1
75,91,0,4,7,2,0,0,1,1,1,0,1
74,68,0,1,63,71,1,1,1,0,1,1,1
95,2,1,1,76,71,1,0,0,1,0,0,1
88,25,1,1,16,72,0,1,1,1,0,1,1
66,70,1,4,40,3,0,1,0,0,0,1,1
73,10,0,1,5,49,1,1,0,0,1,0,1
76,19,1,2,41,0,1,1,1,1,1,1,1
53,45,0,4,45,82,0,0,1,1,0,0,1
76,79,1,4,85,80,0,1,1,0,1,1,1
96,84,0,5,26,18,1,1,0,1,0,0,1
79,53,1,4,73,0,1,1,0,0,1,0,1
52,79,1,2,54,27,1,1,1,1,0,0,1
55,54,0,1,72,84,0,1,0,0,0,1,1
57,35,1,4,69,74,1,0,0,0,1,0,1
65,47,1,4,92,52,0,1,0,1,1,1,1
64,71,0,1,18,67,1,0,1,0,0,1,1
85,60,0,4,28,19,0,0,0,0,0,1,0
89,36,1,3,36,83,0,0,1,0,1,1,1
57,28,0,2,43,82,0,1,0,1,1,0,1
88,44,1,5,90,69,0,1,0,1,0,1,1
79,46,0,3,4,2,0,0,1,1,0,0,1
99,9,1,2,68,21,0,0,1,0,0,1,1
61,87,1,4,71,34,1,0,1,0,0,1,1
53,35,1,3,56,42,1,0,0,1,0,0,1
63,92,0,2,66,25,1,0,1,1,0,1,1
74,18,1,3,10,98,0,0,0,1,1,1,1
54,78,1,2,93,91,1,1,0,0,1,1,1
72,20,1,1,58,63,0,0,0,1,1,0,1
79,36,1,3,8,38,1,0,0,0,1,0,1
88,72,1,1,25,25,0,1,1,0,0,0,1
61,13,0,4,38,77,0,0,1,0,0,0,1
64,21,1,4,16,46,1,1,0,0,0,1,1
68,59,0,3,15,95,1,0,1,1,0,0,1
75,61,1,1,42,49,1,0,0,0,1,1,1
94,96,1,2,3,75,1,1,0,0,0,1,1
53,32,1,4,54,77,1,0,0,0,1,1,1
87,30,1,2,20,62,0,1,0,1,0,0,1
57,73,0,1,30,39,1,1,0,0,1,0,1
79,91,1,2,90,2,0,1,0,1,1,1,1
64,61,0,4,51,3,0,1,0,0,0,1,1
61,28,0,4,18,28,1,0,0,1,1,1,1
59,56,1,4,71,89,1,0,0,1,0,0,1
61,23,1,4,28,6,1,1,0,0,1,0,1
66,92,0,5,83,69,1,1,1,0,1,0,1
89,56,0,3,30,13,0,0,1,0,1,1,1
51,66,0,5,65,50,0,0,0,0,1,0,0
68,20,0,5,85,96,0,0,0,0,1,0,1
78,86,0,4,98,51,1,0,1,0,0,1,1
50,96,0,4,69,43,1,1,1,0,1,0,1
71,7,0,3,68,85,0,0,0,1,0,0,1
74,56,0,5,34,82,1,0,0,0,0,0,1
59,21,1,1,54,92,0,0,1,1,0,1,1
58,84,1,2,90,41,1,0,1,0,1,1,1
68,19,0,2,49,22,0,0,1,1,0,0,1
61,89,1,4,23,77,1,0,1,1,1,0,1
78,47,0,5,5,44,1,0,1,1,0,1,1
67,37,0,1,30,37,1,1,1,1,1,0,1
65,88,1,3,24,22,1,1,0,0,0,0,1
53,83,0,1,33,64,0,0,0,1,0,1,1
92,55,1,2,28,34,0,1,0,1,1,1,1
74,42,1,5,8,69,0,1,1,1,1,1,1
71,13,1,5,59,28,1,1,0,0,1,0,1
78,44,1,4,96,19,1,1,0,1,1,1,1
71,91,0,1,89,21,0,0,0,1,1,1,1
64,86,0,2,8,43,1,0,1,1,0,1,1
97,91,0,4,9,5,1,0,0,1,0,1,1
51,3,0,3,26,62,0,1,0,0,1,0,1
62,57,0,5,70,16,1,1,1,1,1,1,1
61,33,0,3,87,27,1,0,0,1,1,0,1
75,29,0,4,42,40,0,1,0,0,1,0,1
89,85,0,2,31,83,0,1,1,0,0,1,1
61,66,0,1,28,90,1,0,1,0,0,1,1
76,38,0,5,79,75,1,0,1,0,0,1,1
95,24,0,4,68,24,1,1,0,0,0,1,1
84,81,1,2,95,45,0,1,1,1,0,0,1
51,77,1,2,85,46,0,0,0,0,1,1,0
66,73,1,3,77,47,1,0,0,1,1,1,1
51,25,0,5,24,9,1,0,0,0,0,0,1
66,37,1,2,62,80,0,0,0,0,1,1,0
83,14,1,3,60,8,0,0,1,0,0,1,1
83,29,0,4,96,24,1,1,0,0,1,1,1
94,7,1,3,88,59,1,0,1,0,1,0,1
88,58,0,5,68,1,1,0,0,0,1,1,1
90,27,0,2,26,76,1,1,1,0,1,0,1
58,28,1,4,53,25,1,0,0,0,1,0,1
63,86,0,3,19,67,0,1,1,1,1,0,1
92,68,1,2,66,29,1,0,0,1,1,0,1
69,67,0,5,85,46,1,0,0,1,0,1,1
82,24,1,5,69,76,0,0,0,0,0,1,1
73,26,1,1,30,73,0,0,1,1,1,0,1
54,9,1,4,4,51,0,1,1,0,1,0,1
81,59,0,1,26,82,0,0,0,1,1,1,1
72,55,1,5,94,27,0,1,0,1,1,0,1
50,71,1,2,15,49,1,0,1,0,1,0,1
87,84,1,4,11,57,1,0,0,0,0,0,1
81,11,0,3,89,56,1,0,0,0,0,0,1
65,70,0,1,38,88,0,1,0,1,1,1,1
69,92,0,2,53,93,1,1,0,1,0,1,1
65,2,0,3,73,54,0,0,1,0,1,0,1
62,39,0,4,24,53,1,1,0,0,0,0,1
95,57,0,4,89,15,0,1,0,0,0,0,1
60,27,0,1,54,94,1,0,1,1,0,1,1
91,31,0,2,67,94,1,0,1,1,1,1,1
66,35,1,2,54,18,1,0,1,0,1,1,1
56,12,0,4,90,52,0,1,1,0,1,1,1
71,64,1,5,34,77,0,1,0,1,0,0,1
80,23,1,2,23,14,0,0,1,0,0,1,1
53,5,1,5,95,8,0,1,1,1,0,1,1
66,55,1,5,66,82,0,0,1,0,0,0,1
50,64,0,3,72,4,1,1,1,0,0,0,1
51,35,1,1,75,77,0,1,1,0,1,0,1
82,10,1,4,98,90,1,1,0,1,0,1,1
93,29,0,4,99,57,0,1,0,0,0,1,1
68,63,0,3,73,94,0,0,1,1,0,1,1
68,81,0,5,57,16,1,0,1,0,1,0,1
72,48,0,2,58,14,0,1,0,1,1,1,1
65,82,1,3,77,42,0,1,1,1,1,1,1
65,59,0,3,41,97,0,1,0,1,1,1,1
78,47,1,5,63,40,1,0,0,1,1,1,1
57,61,1,2,14,22,1,0,0,1,0,1,1
77,10,1,3,7,97,1,0,0,0,1,0,1
74,19,0,5,79,58,0,1,0,0,0,1,1
74,77,1,5,35,39,0,0,0,1,0,0,1
62,57,1,5,54,28,1,0,0,1,0,1,1
63,67,0,5,29,95,0,0,0,1,1,0,1
68,36,0,3,45,53,0,0,1,0,1,0,1
64,3,1,4,66,9,1,0,1,1,1,0,1
64,35,0,3,56,99,1,1,0,0,1,1,1
70,71,0,5,18,54,1,0,1,0,1,0,1
57,74,1,2,96,64,1,0,1,0,0,1,1
94,84,0,3,75,41,1,0,0,1,0,0,1
93,92,1,2,32,24,0,1,0,1,0,0,1
77,72,1,1,61,99,1,0,1,1,1,0,1
94,8,0,5,52,40,0,1,0,0,1,1,1
65,81,0,3,6,6,0,1,0,1,0,0,1
73,81,1,5,9,17,1,1,0,1,1,0,1
61,69,1,2,44,97,0,0,1,0,1,1,1
63,95,1,4,11,61,0,0,0,1,1,1,1
79,93,1,4,41,75,1,0,1,0,1,0,1
81,59,0,2,96,59,1,0,1,0,1,1,1
96,80,1,3,85,56,1,1,1,1,1,0,1
68,57,1,5,83,68,0,0,0,0,1,0,0
54,86,0,3,26,57,0,1,1,1,0,0,1
78,99,0,2,89,41,1,1,1,0,0,1,1
51,50,0,5,63,92,0,0,1,1,1,1,1
99,99,0,2,39,57,0,1,0,1,1,0,1
99,80,1,1,41,96,1,0,1,1,0,0,1
73,27,0,1,62,17,1,0,1,0,0,0,1
66,96,1,3,32,9,0,1,1,0,0,1,1
91,47,0,3,57,49,0,0,0,0,1,1,0
76,66,0,4,5,28,0,0,1,1,0,0,1
98,11,1,1,90,40,0,0,0,1,1,0,1
52,82,1,1,25,83,1,1,1,0,0,0,1
97,88,0,5,32,73,0,0,1,1,0,0,1
67,24,0,4,81,11,1,1,1,0,1,1,1
70,0,1,2,4,26,1,1,0,0,1,0,1
88,60,0,5,69,22,1,1,1,1,0,1,1
50,72,0,4,51,72,1,0,1,1,0,0,1
56,87,1,5,17,53,0,1,1,1,1,0,1
94,1,1,4,50,66,1,1,0,1,1,1,1
72,93,0,1,12,15,1,1,1,1,1,0,1
65,47,1,5,12,26,0,0,1,1,1,0,1
60,50,1,3,1,46,0,1,0,0,1,1,1
84,81,0,5,50,29,0,0,1,1,1,0,1
90,83,1,4,56,11,1,0,0,0,1,0,1
88,89,0,3,0,58,1,0,1,1,1,1,1
71,69,0,1,87,59,1,1,1,0,0,0,1
84,85,1,1,6,17,0,0,0,1,0,1,1
82,34,0,5,10,46,1,0,1,1,1,1,1
92,97,1,3,73,96,1,0,0,0,1,1,1
94,38,0,4,48,39,0,1,1,0,1,1,1
85,91,1,5,85,60,0,0,1,1,1,0,1
91,49,0,3,91,7,0,0,1,1,1,0,1
89,4,0,3,55,69,0,0,1,1,0,1,1
77,83,1,3,80,17,1,0,0,0,1,0,1
98,51,0,2,91,8,1,1,1,1,0,0,1
60,33,0,1,38,30,0,0,1,0,0,1,1
54,85,0,4,78,44,1,1,0,0,1,1,1
67,4,0,1,43,10,1,0,1,1,1,1,1
53,51,0,5,44,98,1,1,1,1,0,0,1
87,89,0,4,74,18,0,0,1,1,1,0,1
80,71,0,3,29,61,0,0,0,1,1,0,1
73,56,1,1,27,5,0,1,0,0,0,0,1
79,36,1,3,28,29,0,1,1,0,1,0,1
88,51,1,1,86,55,0,1,1,0,1,0,1
80,95,1,3,84,1,1,0,0,0,1,1,1
61,61,0,2,96,36,0,0,1,0,0,1,1
52,61,0,4,76,30,1,1,0,1,0,0,1
79,66,1,2,57,78,1,1,1,0,0,1,1
57,57,0,2,29,8,1,1,1,1,0,1,1
59,25,1,2,49,93,0,0,1,1,0,0,1
73,12,1,1,67,2,1,0,1,0,0,0,1
50,61,1,4,47,24,0,1,1,1,1,0,1
98,5,1,4,75,42,1,0,0,1,0,0,1
67,35,0,3,22,66,1,0,1,0,1,1,1
90,94,1,1,73,66,0,0,1,0,1,1,1
71,52,0,3,55,87,1,1,1,0,0,0,1
80,9,1,5,92,72,0,0,0,1,1,1,1
76,49,1,4,17,98,1,1,1,0,0,1,1
65,81,0,5,22,73,1,1,1,0,1,0,1
98,56,0,4,70,30,1,1,0,0,0,0,1
67,29,0,5,79,2,1,1,1,0,1,1,1
60,75,1,1,19,48,0,0,0,1,0,0,1
67,61,0,2,90,17,0,1,1,1,0,1,1
53,34,1,2,87,28,0,0,1,1,1,0,1
89,43,0,2,59,19,1,1,0,0,0,0,1
59,33,1,3,79,13,0,0,0,1,1,0,1
79,28,1,4,84,68,0,0,0,1,0,1,1
53,22,0,1,49,44,0,1,0,0,0,1,1
57,89,1,3,53,10,1,1,0,0,0,1,1
66,91,1,3,45,67,1,1,1,1,1,1,1
84,17,0,5,44,77,0,1,0,0,1,1,1
54,33,1,1,94,72,1,0,1,1,1,1,1
76,97,1,5,43,9,1,1,0,0,0,1,1
86,89,1,4,97,10,0,1,0,0,1,1,1
56,84,1,5,0,66,1,1,1,1,0,0,1
82,7,1,3,79,50,0,1,1,1,0,1,1
67,64,0,4,95,52,1,0,1,1,0,1,1
87,12,1,5,92,70,1,1,1,1,0,0,1
77,71,1,5,7,52,1,0,1,0,1,0,1
64,44,0,1,93,37,0,0,0,0,1,0,0
72,87,1,1,13,64,0,0,1,1,0,1,1
81,38,0,5,90,25,0,1,0,1,0,1,1
58,2,0,5,68,29,1,1,0,1,0,1,1
79,59,1,1,99,8,0,0,1,0,1,0,1
78,73,0,5,97,6,1,0,1,1,1,1,1
81,30,1,1,46,78,1,0,1,1,0,1,1
84,62,0,5,9,49,0,0,0,0,0,1,0
67,50,1,3,70,77,0,1,1,0,1,1,1
78,26,1,5,37,41,1,1,1,0,0,1,1
97,12,0,1,35,98,1,0,1,1,1,1,1
66,18,1,5,14,80,0,0,0,1,1,0,1
58,29,1,1,18,93,0,1,1,0,0,1,1
94,58,0,4,52,65,1,0,1,0,1,0,1
57,38,1,5,31,56,0,1,1,1,0,1,1
62,70,1,2,13,6,1,1,1,1,1,0,1
82,66,1,3,69,45,0,0,0,1,0,1,1
70,49,0,4,83,39,0,0,1,1,0,0,1
93,77,0,2,45,6,0,0,0,1,1,1,1
61,51,0,4,44,89,1,0,1,1,1,1,1
79,80,0,2,77,76,1,1,1,1,1,1,1
90,31,1,4,62,60,1,1,1,1,0,1,1
50,8,1,4,53,65,1,0,1,1,0,1,1
70,31,0,3,27,37,0,1,1,1,1,1,1
95,25,1,3,24,62,0,1,1,0,1,1,1
78,18,1,1,33,56,0,0,1,0,0,0,1
63,83,1,4,4,93,1,0,1,1,1,1,1
87,92,0,1,54,90,1,1,0,1,0,0,1
97,65,1,4,44,59,0,0,0,1,1,0,1
89,57,1,5,76,94,0,1,0,1,0,1,1
54,90,0,5,27,77,1,1,1,1,1,1,1
96,30,0,1,77,15,0,1,0,0,1,0,1
62,21,1,2,78,50,1,0,0,1,1,0,1
87,75,1,2,65,61,1,0,1,0,1,1,1
98,35,1,5,70,24,1,0,0,1,0,1,1
54,98,1,5,23,32,1,1,1,0,0,0,1
91,54,1,4,6,45,0,0,1,0,1,0,1
86,64,1,4,58,70,1,0,1,0,0,0,1
66,63,1,2,67,22,1,1,0,1,0,1,1
68,88,0,3,3,18,0,1,0,1,1,1,1
87,46,0,2,51,80,0,0,0,0,1,1,0
80,96,0,5,3,59,0,0,0,1,0,1,1
96,40,0,2,60,60,0,0,1,1,0,1,1
85,58,0,5,68,56,1,1,0,1,0,1,1
98,68,1,4,59,10,1,1,1,0,0,0,1
50,29,1,3,30,80,0,0,1,0,1,1,1
99,51,1,3,10,44,1,1,0,1,0,1,1
59,54,0,5,70,47,1,1,0,1,0,1,1
83,56,0,3,31,63,0,1,1,0,0,1,1
98,82,1,5,47,99,0,0,0,1,1,0,1
99,52,1,4,96,86,1,0,1,0,0,1,1
62,66,1,2,40,73,0,0,0,0,0,1,0
56,33,1,4,63,73,1,0,0,1,0,0,1
86,89,1,4,24,63,1,1,1,1,1,0,1
85,27,1,2,53,55,1,0,0,0,0,1,1
88,86,1,3,25,51,0,1,1,1,0,1,1
86,42,1,5,90,21,0,1,1,0,1,1,1
80,6,0,4,93,30,1,0,1,1,0,0,1
69,53,1,4,69,98,1,0,0,0,0,1,1
88,93,0,5,76,88,0,1,0,1,1,1,1
94,32,0,2,3,69,0,0,0,1,1,0,1
85,23,1,5,83,38,1,1,0,1,0,0,1
64,37,1,5,1,93,1,1,1,0,0,0,1
79,10,1,4,5,43,0,1,1,0,0,0,1
67,9,1,5,43,94,1,1,1,1,0,0,1
53,65,0,1,15,73,0,1,0,1,0,1,1
79,64,0,1,12,71,1,0,0,0,1,0,1
77,3,0,1,55,11,0,0,1,0,1,1,1
53,25,0,4,53,26,1,0,0,0,1,0,1
83,61,1,4,43,38,1,1,0,1,0,1,1
77,76,0,2,8,80,1,0,1,0,1,1,1
86,67,1,2,53,1,0,1,1,0,0,0,1
71,98,1,4,95,37,0,0,0,0,0,1,0
89,91,1,2,70,67,1,0,0,0,1,0,1
92,49,0,3,41,49,0,0,0,1,0,1,1
60,1,1,2,7,87,0,0,1,0,0,1,1
79,8,1,4,48,35,0,0,1,0,0,0,1
99,97,1,4,53,53,0,1,1,1,0,0,1
79,95,1,4,77,25,0,0,1,1,0,0,1
74,29,1,3,8,12,0,0,1,0,0,1,1
66,48,0,1,45,93,1,0,1,0,0,1,1
50,60,0,4,85,82,0,0,1,1,1,1,1
86,77,0,3,6,71,1,0,1,0,0,1,1
84,78,1,5,11,76,0,1,0,0,1,0,1
63,28,0,4,73,96,0,0,1,0,1,1,1
51,80,1,2,33,72,1,1,0,1,1,0,1
52,99,1,3,12,91,1,1,1,1,1,0,1
52,88,0,5,36,48,1,1,0,1,0,1,1
69,45,0,2,2,29,1,1,1,1,0,0,1
62,6,0,3,91,16,0,0,0,0,0,1,1
80,18,1,1,27,87,0,1,0,0,1,0,1
89,56,1,2,58,94,1,1,1,1,1,0,1
71,33,0,3,15,77,1,0,0,0,1,0,1
63,8,1,1,41,49,0,0,0,1,0,0,1
99,78,1,1,38,72,1,0,0,0,0,1,1
76,18,1,2,40,16,1,0,1,0,0,0,1
62,59,0,5,21,40,0,1,0,1,0,1,1
99,39,1,2,95,94,0,1,1,1,1,0,1
50,24,0,1,8,97,0,1,0,1,1,1,1
51,12,0,3,44,35,0,1,1,1,0,0,1
86,9,1,1,98,80,1,1,0,1,1,1,1
60,97,0,2,72,43,1,0,1,1,0,0,1
92,49,1,1,66,91,0,1,0,0,0,1,1
82,97,1,5,16,34,1,1,0,0,0,1,1
78,50,1,1,40,12,0,1,1,0,1,0,1
52,88,1,5,11,73,0,1,0,1,0,1,1
78,15,0,5,74,75,1,1,0,1,1,1,1
51,39,0,3,12,96,1,0,1,0,1,0,1
63,70,0,1,18,2,1,1,1,0,0,1,1
69,61,1,3,25,93,1,1,1,0,1,1,1
97,17,0,4,68,38,1,0,1,1,0,1,1
67,8,1,3,52,26,1,1,0,0,0,1,1
86,65,0,3,1,80,0,1,1,0,0,1,1
57,7,1,5,5,71,1,0,1,1,1,0,1
56,20,0,5,66,90,1,0,0,0,1,0,1
59,40,1,4,2,73,0,1,1,0,1,0,1
65,72,0,5,44,75,0,0,0,0,0,0,0
68,0,1,5,39,67,0,1,1,1,1,1,1
79,41,0,3,49,71,0,0,0,1,1,0,1
92,2,1,5,18,35,1,0,1,1,0,0,1
68,32,1,1,80,1,0,1,0,0,1,0,1
52,86,0,4,17,47,1,0,1,1,0,0,1
79,10,1,5,53,92,0,0,1,1,1,1,1
67,94,0,2,84,27,0,0,0,1,1,1,1
85,8,0,3,78,83,1,0,0,1,0,0,1
69,21,1,3,84,52,0,0,1,0,0,0,1
66,57,1,1,33,27,1,1,0,0,0,0,1
73,45,0,2,73,8,0,0,0,1,0,0,1
62,67,0,4,8,44,0,1,1,0,1,1,1
85,69,1,3,88,13,1,1,0,0,1,0,1
95,27,0,1,25,2,0,0,1,1,0,0,1
52,90,0,5,34,57,1,0,1,0,0,1,1
70,12,0,4,95,59,1,0,0,0,0,0,1
53,64,1,3,99,53,0,1,1,1,0,0,1
67,3,1,5,18,94,1,1,0,0,1,1,1
94,61,0,5,5,43,1,0,1,1,0,0,1
88,43,1,1,44,26,0,0,0,1,0,1,1
92,96,0,5,23,5,1,0,0,1,1,1,1
60,40,0,4,56,28,0,0,1,0,0,0,1
87,20,1,5,33,25,1,0,1,0,0,0,1
92,14,0,3,94,83,0,1,1,0,0,1,1
90,24,0,4,34,67,0,0,0,1,1,1,1
97,67,1,4,29,98,1,1,1,0,0,1,1
77,32,0,1,12,19,1,0,1,1,0,0,1
54,73,0,1,42,77,0,0,1,1,0,0,1
72,70,0,1,71,50,1,0,0,1,1,0,1
87,67,0,2,68,62,1,1,0,1,0,0,1
85,58,1,2,43,20,1,1,1,1,1,0,1
80,28,0,1,64,93,1,0,1,0,0,1,1
57,3,1,5,64,85,1,0,1,1,1,1,1
74,79,0,5,38,96,0,0,1,1,0,0,1
74,96,0,4,49,0,1,0,1,0,0,0,1
97,38,1,5,73,67,1,1,0,1,0,1,1
65,92,1,5,84,25,0,1,1,1,1,1,1
60,69,1,3,72,63,0,1,1,1,0,0,1
69,1,1,4,48,80,0,1,0,0,0,0,1
63,17,1,1,70,99,1,1,1,0,0,0,1
89,62,0,1,55,49,0,1,1,0,0,0,1
87,47,0,5,20,67,1,1,1,1,0,0,1
89,8,1,1,57,67,1,0,0,1,1,0,1
68,73,1,1,1,72,1,1,1,1,1,0,1
57,52,1,5,4,32,1,0,1,0,0,0,1
74,13,1,5,92,79,0,0,0,0,0,0,1
82,41,1,1,65,81,1,0,0,1,1,0,1
94,24,1,3,83,87,1,0,0,1,0,0,1
89,63,1,4,46,99,1,1,1,1,0,0,1
90,68,0,3,94,56,0,1,0,1,0,0,1
97,71,0,5,66,57,0,1,0,1,0,0,1
86,69,1,4,16,17,1,1,0,1,1,1,1
92,20,1,3,47,27,1,1,1,0,0,1,1
66,67,1,2,78,63,1,1,0,0,1,1,1
76,65,1,3,86,60,1,0,1,1,1,0,1
90,73,1,1,16,20,1,0,1,1,1,0,1
66,90,1,1,75,60,0,1,0,0,0,0,1
96,65,0,1,78,26,0,1,0,0,0,1,1
82,40,0,5,20,53,0,0,0,1,0,1,1
80,46,1,1,31,14,1,0,1,1,0,1,1
70,21,1,4,74,30,0,1,0,1,0,1,1
73,76,1,3,14,49,1,1,1,1,0,0,1
65,70,1,3,38,22,1,1,1,1,0,0,1
94,32,0,5,11,1,1,1,1,0,1,1,1
69,42,0,4,13,57,1,1,1,0,1,1,1
84,84,0,4,46,29,1,0,1,1,0,0,1
77,76,1,4,0,45,0,0,1,0,1,0,1
95,86,0,2,40,27,1,0,0,1,1,0,1
84,20,1,1,7,8,1,1,1,1,0,1,1
67,33,0,2,12,29,0,1,0,1,1,1,1
73,32,0,3,1,35,0,0,0,1,1,0,1
77,9,0,5,18,42,1,0,1,1,0,0,1
63,59,1,4,44,90,0,0,1,1,0,1,1
98,3,1,1,67,42,0,0,1,0,1,0,1
73,63,0,2,46,41,0,1,0,0,1,1,1
80,62,0,2,66,80,0,1,1,1,1,0,1
55,8,0,1,22,87,1,1,1,1,0,0,1
89,28,0,3,26,15,0,0,0,1,1,0,1
83,13,1,1,61,57,0,0,1,0,0,1,1
99,87,0,3,18,79,1,1,0,0,1,1,1
84,71,0,4,34,39,1,0,1,0,0,0,1
78,12,1,4,73,20,1,0,1,1,0,0,1
51,2,0,3,51,41,1,0,0,1,1,0,1
54,77,1,3,67,44,1,1,1,0,1,0,1
71,23,0,4,76,74,1,1,1,0,0,0,1
58,59,0,5,41,75,1,1,1,0,1,1,1
83,73,0,4,38,14,0,0,0,1,1,0,1
85,79,1,3,29,89,0,0,0,0,1,0,0
98,11,0,5,85,75,0,0,0,0,1,1,1
85,9,1,4,65,77,0,0,1,0,0,0,1
75,62,1,2,90,57,0,1,1,1,0,0,1
55,65,1,1,52,51,1,0,1,1,1,1,1
51,90,1,2,31,4,0,1,1,1,0,1,1
85,11,0,1,27,98,1,1,0,1,1,1,1
57,95,1,2,8,63,0,1,1,0,0,1,1
51,48,0,5,17,66,0,1,1,1,1,0,1
51,58,0,4,24,21,1,0,0,1,0,1,1
57,75,0,3,6,44,0,1,1,0,1,0,1
75,1,0,5,6,52,0,1,0,1,0,0,1
86,72,0,2,90,82,0,1,0,1,1,0,1
63,25,0,1,11,27,1,1,0,1,0,1,1
94,30,1,5,60,9,1,1,1,1,0,1,1
77,33,1,5,87,49,0,1,0,0,0,0,1
82,87,0,2,76,85,1,1,1,0,1,0,1
93,20,1,2,95,57,1,1,0,1,0,1,1
69,49,1,4,95,95,1,1,1,1,1,1,1
84,8,0,3,80,19,0,1,0,0,0,1,1
95,64,1,2,29,93,1,0,1,0,0,0,1
86,34,0,3,87,61,0,0,1,0,1,1,1
66,30,1,5,36,85,0,1,0,1,0,1,1
98,84,1,4,89,87,0,0,1,1,1,1,1
92,37,1,5,89,38,1,1,0,0,1,1,1
93,22,1,5,17,82,1,0,1,1,1,1,1
53,61,0,5,18,13,0,1,1,0,0,1,1
58,42,1,5,45,72,0,1,0,0,1,1,1
69,48,0,4,22,66,1,1,0,0,1,0,1
96,86,1,1,59,32,0,1,0,1,0,0,1
50,20,0,1,2,4,1,1,0,0,1,1,1
70,43,0,3,46,5,1,1,1,1,0,1,1
82,7,0,3,90,39,0,1,1,0,0,1,1
84,65,1,1,9,42,0,1,0,0,1,0,1
93,45,1,3,40,79,1,1,1,1,0,0,1
55,30,1,3,50,50,0,0,0,1,1,0,1
71,12,0,2,65,98,1,0,0,1,1,1,1
74,69,1,2,27,74,1,1,1,1,0,0,1
52,56,0,1,99,2,1,0,1,0,0,0,1
57,21,0,5,44,25,1,1,1,1,0,0,1
94,69,0,4,45,34,0,1,1,0,1,0,1
61,16,1,2,76,66,0,1,1,1,1,0,1
78,43,1,1,6,11,0,0,1,1,1,1,1
81,23,0,1,80,35,1,1,0,1,0,0,1
51,40,0,4,83,64,1,0,0,0,0,1,1
66,37,0,1,52,59,0,0,0,0,0,0,0
68,48,0,4,40,48,1,0,0,1,0,1,1
64,39,1,2,47,68,0,1,1,1,1,1,1
71,38,1,4,31,33,1,1,0,1,0,0,1
97,43,1,3,63,73,0,1,0,1,0,0,1
97,48,0,5,66,6,0,1,1,0,1,0,1
55,0,1,2,78,26,0,0,0,0,1,0,1
83,9,0,2,12,3,0,1,1,0,0,1,1
92,15,1,2,72,34,1,0,0,0,1,0,1
52,52,0,5,24,76,1,0,1,1,1,0,1
77,53,1,5,13,32,1,1,0,1,1,1,1
90,4,0,4,9,35,1,0,0,0,0,0,1
69,28,1,4,82,35,1,0,1,0,0,1,1
65,35,1,3,73,24,0,1,1,0,0,1,1
57,20,1,4,41,51,1,0,1,0,1,1,1
94,6,0,4,99,18,1,1,1,1,0,0,1
79,41,0,3,66,99,1,1,1,1,1,1,1
85,31,1,3,57,41,1,1,1,0,1,1,1
83,89,0,4,40,38,0,1,0,0,0,1,1
98,80,0,3,87,23,1,0,1,1,0,0,1
99,68,1,2,54,92,1,1,0,0,1,0,1
66,13,0,1,76,56,1,0,1,0,1,0,1
74,33,0,1,98,10,0,0,0,0,0,1,1
55,17,0,5,92,38,1,0,0,1,1,1,1
92,65,1,5,13,70,1,0,0,0,1,0,1
69,89,1,2,36,49,0,0,1,0,0,0,1
67,47,1,2,74,67,0,0,1,1,1,1,1
95,86,0,3,79,88,1,1,1,0,1,0,1
82,42,0,3,42,11,1,1,1,0,1,0,1
72,22,1,4,38,28,1,1,1,1,0,1,1
83,81,1,5,94,52,1,0,0,1,1,0,1
88,67,1,4,43,93,0,0,0,0,1,1,0
59,19,1,1,21,94,0,0,1,0,1,0,1
55,46,0,1,67,61,1,0,0,0,0,1,1
62,29,0,3,76,12,0,0,1,0,0,0,1
92,68,1,5,18,51,1,0,0,0,1,0,1
66,84,1,2,17,62,0,1,0,1,0,0,1
67,30,1,5,94,23,0,1,0,1,1,0,1
54,44,0,2,58,38,1,0,0,0,0,0,1
75,79,0,4,38,31,1,1,1,0,1,0,1
64,33,0,2,84,1,0,0,1,1,1,1,1
95,4,1,3,81,59,0,0,1,0,1,1,1
67,83,0,5,45,60,1,0,0,1,1,1,1
79,37,0,2,49,53,0,1,0,1,1,1,1
56,52,0,4,32,93,0,1,1,1,0,0,1
78,64,0,2,61,48,1,0,1,1,1,0,1
60,17,1,4,4,39,1,0,0,1,0,1,1
55,17,1,2,35,99,1,0,1,0,1,0,1
86,39,0,1,86,37,0,0,0,1,1,1,1
86,18,1,3,51,93,0,1,0,0,0,1,1
70,5,1,5,3,25,1,0,0,0,0,1,1
